Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18445081462478152863,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478153077,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478154145,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478154401,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478154615,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462478159271,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478164098,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462478164354,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478164611,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478164824,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478166661,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478166918,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478167131,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462478169694,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478172129,000001F3,false,Rx,0,2,00,20,00,00,00,00,00,00,
18445081462478174308,0000019D,false,Rx,0,8,C0,00,3F,FD,00,00,00,FF,
18445081462478174436,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478174692,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478176657,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462478176914,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478177127,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478177383,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478177682,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478177853,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478178110,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462478178366,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462478178494,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462478179220,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478179391,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478179605,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478179861,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462478180032,000001E1,false,Rx,0,5,00,FF,11,00,20,00,00,00,
18445081462478189088,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462478189259,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478189473,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478189772,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478189943,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478191694,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478191950,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478192207,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462478199212,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478199469,0000019D,false,Rx,0,8,00,00,00,00,00,00,00,FF,
18445081462478199597,000001F3,false,Rx,0,2,40,60,00,00,00,00,00,00,
18445081462478199725,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478199981,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478201647,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462478201904,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478202160,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478202416,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478202673,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478202886,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478204168,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478204424,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478204680,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462478209294,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478209636,000001E1,false,Rx,0,5,00,FE,12,00,40,00,00,00,
18445081462478214121,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462478214377,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478214634,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478214847,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478216641,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478216898,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478217154,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462478219717,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478224245,0000019D,false,Rx,0,8,40,00,3F,FF,00,00,00,FF,
18445081462478224416,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478224672,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478226637,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462478226894,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478227150,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478227406,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478227663,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478227876,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478228132,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462478228346,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462478228474,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462478228730,000003C1,false,Rx,0,8,07,65,04,00,00,00,00,00,
18445081462478229030,000003D1,false,Rx,0,8,00,3E,80,00,00,00,00,00,
18445081462478229200,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478229457,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478229585,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478229841,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462478232661,0000012A,false,Rx,0,8,47,00,00,00,B2,58,3F,FF,
18445081462478233002,000003E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445081462478233259,000003F9,false,Rx,0,8,00,00,00,00,69,00,0B,02,
18445081462478233429,000003FB,false,Rx,0,2,00,37,00,00,00,00,00,00,
18445081462478233686,000004C1,false,Rx,0,8,00,C9,3F,3A,50,00,00,00,
18445081462478233942,000004D1,false,Rx,0,8,08,00,04,03,1E,87,00,9C,
18445081462478234198,000004F1,false,Rx,0,8,01,EE,01,EE,00,6B,00,9C,
18445081462478234412,00000772,false,Rx,0,7,00,11,C1,09,00,6F,02,00,
18445081462478234583,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462478237360,00000138,false,Rx,0,5,00,00,00,00,02,00,00,00,
18445081462478239068,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462478239325,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478239495,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478239752,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478239923,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478241717,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478241973,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478242187,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462478242400,000001E1,false,Rx,0,5,00,FD,13,00,60,00,00,00,
18445081462478244622,000001F1,false,Rx,0,8,AE,0F,8B,77,08,00,00,72,
18445081462478247014,000001F3,false,Rx,0,2,80,A0,00,00,00,00,00,00,
18445081462478249321,0000019D,false,Rx,0,8,80,00,3F,FE,00,00,00,FF,
18445081462478249491,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478249662,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478249919,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478251670,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462478251926,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478252140,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462478252396,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478252653,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478252909,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478253080,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478254190,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478254447,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478254660,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462478254917,000003F1,false,Rx,0,8,00,FF,69,18,82,F3,00,74,
18445081462478257138,000004E1,false,Rx,0,8,42,52,32,31,36,33,36,36,
18445081462478259359,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478259616,000004E9,false,Rx,0,5,01,20,3E,55,17,00,00,00,
18445081462478262008,00000514,false,Rx,0,8,47,4E,4C,43,32,45,30,34,
18445081462478264101,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462478264357,0000052A,false,Rx,0,8,03,03,FF,FF,FF,FF,02,FF,
18445081462478264614,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478264827,00000771,false,Rx,0,7,00,40,00,00,00,00,00,00,
18445081462478265084,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478265254,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478266664,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478266920,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478267134,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462478269740,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478272175,000001E1,false,Rx,0,5,00,00,10,00,00,00,00,00,
18445081462478274311,0000019D,false,Rx,0,8,C0,00,3F,FD,00,00,00,FF,
18445081462478274439,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478274695,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478276660,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462478276916,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478277173,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478277429,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478277685,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478277856,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478278112,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462478278326,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462478278497,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462478279138,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478279266,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478279522,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478279778,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462478282213,000001F3,false,Rx,0,2,C0,E0,00,00,00,00,00,00,
18445081462478289091,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462478289262,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478289475,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478289732,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478289945,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478291697,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478291910,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478292167,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462478299301,0000019D,false,Rx,0,8,00,00,00,00,00,00,00,FF,
18445081462478299471,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478299600,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478299856,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478300027,000004C9,false,Rx,0,4,60,40,C1,00,00,00,00,00,
18445081462478300240,0000077F,false,Rx,0,7,00,18,C1,21,00,5B,03,00,
18445081462478301693,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462478301906,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478302163,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478302376,000001E1,false,Rx,0,5,00,FF,11,00,20,00,00,00,
18445081462478302590,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478302889,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478303060,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478304128,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478304384,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478304640,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462478309339,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478309681,000001F3,false,Rx,0,2,00,20,00,00,00,00,00,00,
18445081462478314081,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462478314337,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478314594,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478314807,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478316687,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478316986,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478317199,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462478319805,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478324291,0000019D,false,Rx,0,8,40,00,3F,FF,00,00,00,FF,
18445081462478324462,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478324718,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478326640,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462478326896,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478327153,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478327409,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478327665,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478327879,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478328093,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462478328349,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462478328477,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462478328733,000003C1,false,Rx,0,8,07,65,04,00,00,00,00,00,
18445081462478329032,000003D1,false,Rx,0,8,00,3E,80,00,00,00,00,00,
18445081462478329203,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478329417,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478329588,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478329844,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462478332450,0000012A,false,Rx,0,8,47,00,00,00,B2,58,3F,FF,
18445081462478333005,000003E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445081462478334415,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462478334671,000001E1,false,Rx,0,5,00,FE,12,00,40,00,00,00,
18445081462478336978,000001F1,false,Rx,0,8,AE,0F,8B,77,08,00,00,72,
18445081462478339114,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462478339370,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478339541,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478339797,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478339968,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478341677,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478341933,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478342189,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462478342318,000001F3,false,Rx,0,2,40,60,00,00,00,00,00,00,
18445081462478344667,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462478349281,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478349494,0000019D,false,Rx,0,8,80,00,3F,FE,00,00,00,FF,
18445081462478349665,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478349921,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478351630,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462478351886,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478352143,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478352399,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478352698,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478352869,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478354151,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478354407,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478354663,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462478359319,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478359576,000001E1,false,Rx,0,5,00,FD,13,00,60,00,00,00,
18445081462478364104,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462478364360,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478364616,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478364830,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478366667,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478366923,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478367137,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462478369828,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478372135,000001F3,false,Rx,0,2,80,A0,00,00,00,00,00,00,
18445081462478374271,0000019D,false,Rx,0,8,C0,00,3F,FD,00,00,00,FF,
18445081462478374442,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478374698,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478376620,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462478376877,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478377133,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478377389,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478377645,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478377859,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478378115,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462478378329,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462478378500,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462478379183,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478379354,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478379610,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478379867,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462478389094,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462478389350,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478389478,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478389735,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478389948,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478391700,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478391913,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478392170,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462478392340,000001E1,false,Rx,0,5,00,00,10,00,00,00,00,00,
18445081462478399261,0000019D,false,Rx,0,8,00,00,00,00,00,00,00,FF,
18445081462478399432,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478399560,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478399731,000001F3,false,Rx,0,2,C0,E0,00,00,00,00,00,00,
18445081462478399944,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478401653,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462478401909,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478402166,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478402422,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478402678,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478402849,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478404216,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478404472,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478404729,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462478409299,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478414084,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462478414340,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478414597,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478414810,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478416647,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478416903,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478417117,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462478419723,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478422286,000001E1,false,Rx,0,5,00,FF,11,00,20,00,00,00,
18445081462478424251,0000019D,false,Rx,0,8,40,00,3F,FF,00,00,00,FF,
18445081462478424422,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478424678,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478426643,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462478426899,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478427156,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478427412,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478427668,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478427882,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478428095,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462478428352,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462478428480,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462478428736,000003C1,false,Rx,0,8,07,65,04,00,00,00,00,00,
18445081462478429035,000003D1,false,Rx,0,8,00,3E,80,00,00,00,00,00,
18445081462478429206,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478429334,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462478429591,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478429847,0000012A,false,Rx,0,8,47,00,00,00,B2,58,3F,FF,
18445081462478430060,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462478432453,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462478432965,000003E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445081462478434503,000001F1,false,Rx,0,8,AE,0F,8B,77,08,00,00,72,
18445081462478436895,000001F3,false,Rx,0,2,00,20,00,00,00,00,00,00,
18445081462478437237,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462478439117,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462478439288,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462478439544,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478439800,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478439971,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478441722,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478441979,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478442235,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462478449369,0000019D,false,Rx,0,8,80,00,3F,FE,00,00,00,FF,
18445081462478449497,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462478449668,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462478449924,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462478451633,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462478451889,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462478452103,000001E1,false,Rx,0,5,00,FE,12,00,40,00,00,00,
18445081462478452316,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462478452573,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462478452829,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462478453085,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462478454153,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462478454410,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462478454623,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462478459365,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462478459664,000001F3,false,Rx,0,2,40,60,00,00,00,00,00,00,
